CPU,Num
Intel(R) Xeon(R) CPU E5-26xx v4,8
Intel(R) Xeon(R) CPU           L5639  @ 2.13GHz,8
"AMD A4 PRO-7350B R5, 5 Compute Cores 2C+3G     ",8
Intel(R) Core(TM) i7-4810MQ CPU @ 2.80GHz,8
Intel(R) Pentium(R) CPU  J2900  @ 2.41GHz,8
Intel(R) Core(TM) I5 11600k CPU @ 4.10GHz,8
Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz,8
AMD Ryzen 7 PRO 2700 Eight-Core Processor      ,8
Intel(R) Core(TM) i7-4765T CPU @ 2.00GHz,8
Intel(R) Core(TM) i7-6660U CPU @ 2.40GHz,8
Intel(R) Core(TM) i7-2675QM CPU @ 2.20GHz,7
Intel(R) Core(TM) I7 11700k CPU @ 3.60GHz,7
AMD Ryzen 5 PRO 4650U with Radeon Graphics,7
AMD Athlon(tm) X2 350 Dual Core Processor      ,7
Intel(R) Xeon(R) CPU           X5355  @ 2.66GHz,7
Intel(R) Xeon(R) CPU            5150  @ 2.66GHz,7
Intel(R) Core(TM)2 Duo CPU     T8300  @ 2.40GHz,7
AMD A8-6410 APU with AMD Radeon R5 Graphics    ,7
"Intel Core Processor (Haswell, no TSX)",7
AMD Ryzen 9 5900HS with Radeon Graphics        ,7
Intel(R) Xeon(R) CPU E5-1630 v3 @ 3.70GHz,7
Intel(R) Core(TM) i7-10700 CPU @ 3.30GHz,7
AMD 100-000000031-02                           ,7
AMD A8-7410 APU with AMD Radeon R5 Graphics    ,7
AMD Ryzen 3 4300U with Radeon Graphics         ,7
Intel(R) Celeron(R) J4005 CPU @ 2.00GHz,7
AMD Athlon(tm) X2 240 Processor,7
AMD Ryzen 7 1800X Eight-Core Processor         ,7
Intel(R) Core(TM) i7-3517U CPU @ 1.90GHz,7
Intel(R) Xeon(R) CPU E5-2658 0 @ 2.10GHz,7
Intel(R) Xeon(R) CPU I9-10900KF,7
"AMD A10 PRO-7800B R7, 12 Compute Cores 4C+8G   ",7
Intel(R) Core(TM) i5-4590 CPU,7
Intel(R) Core(TM) i7-3632QM CPU @ 2.20GHz,7
AMD A6-7310 APU with AMD Radeon R4 Graphics    ,7
AMD Phenom(tm) II X3 B75 Processor,7
AMD Athlon(tm) 64 X2 Dual Core Processor 3800+,7
AMD Athlon(tm) II X2 235e Processor,7
Intel(R) Core(TM) i5-6360U CPU @ 2.00GHz,7
Intel(R) Core(TM) i3-7020U CPU @ 2.30GHz,7
Intel(R) Core(TM)2 Duo CPU     P9700  @ 2.80GHz,7
Intel(R) Core(TM)2 Duo CPU     T6670  @ 2.20GHz,7
Intel(R) Core(TM) i5-7600T CPU @ 2.80GHz,6
"AMD A10-7870K Radeon R7, 12 Compute Cores 4C+8G",6
"AMD A10-7300 Radeon R6, 10 Compute Cores 4C+6G ",6
Intel(R) Core(TM) i5-4310U CPU @ 2.00GHz,6
Intel(R) Core(TM) i5-4340M CPU @ 2.90GHz,6
Intel(R) Core(TM) i7-3540M CPU @ 3.00GHz,6
Intel(R) Core(TM) i5-8400 CPU @ 2.8GHz,6
Intel(R) Core(TM) i7-9700T CPU @ 2.00GHz,6
Intel(R) Core(TM) i9-9880H CPU @ 2.30GHz,6
Intel(R) Xeon(R) CPU           W3580  @ 3.33GHz,6
"AMD FX-9800P RADEON R7, 12 COMPUTE CORES 4C+8G ",6
AMD A10-6700T APU with Radeon(tm) HD Graphics  ,6
Intel(R) Core(TM) i7-4760HQ CPU @ 2.10GHz,6
Intel(R) Xeon(R) CPU E5-4650 0 @ 2.70GHz,6
Intel(R) Xeon(R) CPU E5-4610 0 @ 2.40GHz,6
Intel(R) Core(TM) i9-9900K CPU @,6
Intel(R) Core(TM)2 Duo CPU     P7350  @ 2.00GHz,6
AMD Phenom(tm) 8650 Triple-Core Processor,6
AMD Athlon(tm) II X2 B28 Processor,6
Genuine Intel(R) CPU  @ 2.40GHz,6
AMD Ryzen 7 3800XT 8-Core Processor            ,6
AMD Phenom(tm) II X4 910e Processor,6
AMD Athlon Gold 3150U with Radeon Graphics     ,6
Intel(R) Xeon(R) CPU           E5345  @ 2.33GHz,6
Intel(R) Core(TM) i7-7700,6
Intel(R) Core(TM) i5-5###U CPU @ 2.00GHz,6
AMD Athlon(tm) II X4 610e Processor,6
AMD E1-6010 APU with AMD Radeon R2 Graphics    ,6
AMD Ryzen 3 5300U with Radeon Graphics         ,6
Intel(R) Celeron(R) CPU  J1900  @ 1.99GHz,6
Intel(R) Core(TM) i3-3220T CPU @ 2.80GHz,6
Intel(R) Core(TM) i7-6567U CPU @ 3.30GHz,6
Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz,6
Intel(R) Pentium(R) CPU        P6100  @ 2.00GHz,6
Intel(R) Core(TM) i3-3225 CPU @ 3.30GHz,6
Intel(R) Core(TM)2 Quad CPU    Q9550  @ 2.83GHz,6
Intel(R) Core(TM) i7-4600M CPU @ 2.90GHz,6
Intel(R) Core(TM) I7 10700 CPU @ 3.80GHz,6
Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz,6
Intel(R) Xeon(R) CPU           X3460  @ 2.80GHz,6
AMD Athlon(tm) 5200 Dual-Core Processor,6
AMD A10-7850K APU with Radeon(TM) R7 Graphics  ,6
Intel(R) Atom(TM) D525 CPU @ 1.20GHz,6
Intel(R) Core(TM) i3-7320 CPU @ 4.10GHz,6
Intel(R) Core(TM) i7-7810HQ CPU @ 1.60GHz,6
Intel(R) Core(TM) i7-7700 CPU @ 3.60GHz JSH,5
Intel(R) Core(TM) I7 10700F CPU @,5
Intel(R) Core(TM) i5-5575R CPU @ 2.80GHz,5
AMD Ryzen 5 2400GE with Radeon Vega Graphics   ,5
AMD Ryzen 3 3300U with Radeon Vega Mobile Gfx  ,5
ZHAOXIN KaiXian KX-U6780A@2.7GHz,5
Intel(R) Core(TM) i5-8500B CPU @ 3.00GHz,5
Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,5
Intel(R) Core(TM)2 Duo CPU     E7600  @ 3.06GHz,5
AMD Phenom(tm) II X4 B45 Processor,5
Intel(R) Pentium(R) CPU G850 @ 2.90GHz,5
Intel(R) Core(TM) i7-6900K CPU @ 3.20GHz,5
Intel(R) Xeon(R) CPU E5-2630 v3 @ 2.40GHz,5
"AMD A9-9400 RADEON R5, 5 COMPUTE CORES 2C+3G   ",5
Intel(R) Xeon(R) CPU           L3406  @ 2.27GHz,5
Intel(R) Core(TM) I9-11900 CPU @ 2.90GHz,5
AMD Athlon(tm) II X3 455 Processor,5
"AMD FX-8800P Radeon R7, 12 Compute Cores 4C+8G ",5
Intel(R) Core(TM) I5 11400F CPU @,5
Intel(R) Core(TM) i5-1035G7 CPU @ 1.20GHz,5
Intel(R) Xeon(R) CPU E3-1225 v6 @ 3.30GHz,5
Intel(R) Core(TM) i7-3840QM CPU @ 2.80GHz,5
Intel(R) Core(TM) i7-3940XM CPU @ 3.00GHz,5
Intel(R) Core(TM) I7 10700F CPU @ 3.20GHz,5
Intel(R) Core(TM) i9-9920X CPU @ 3.50GHz,5
Intel(R) Pentium(R) CPU G4520 @ 3.60GHz,5
AMD Phenom(tm) II X4 840T Processor,5
AMD A4-3300 APU with Radeon(tm) HD Graphics,5
12th Gen Intel(R) Core(TM) i3-12100F,5
AMD Phenom(tm) II X2 555 Processor,5
"AMD E2-9010 RADEON R2, 4 COMPUTE CORES 2C+2G   ",5
Intel(R) Core(TM) i5-3335S CPU @ 2.70GHz,5
Intel(R) Celeron(R) N5105 @ 2.00GHz,5
Intel(R) Pentium(R) CPU G4620 @ 3.70GHz,5
Intel(R) Core(TM) i7-10700 ,5
Intel(R) Core(TM) i7-10700F CPU @,5
11th Gen Intel(R) Core(TM) i7-11700 @,5
AMD Ryzen 3 1300X Quad-Core Processor          ,5
Genuine Intel(R) CPU 0000 @ 2.00GHz,5
AMD Phenom(tm) II X2 B59 Processor,5
Intel(R) Core(TM) I7 9700k CPU @ 3.60GHz,5
Intel(R) Pentium(R) 3558U @ 1.70GHz,5
Intel(R) Core(TM) i9-9940X CPU @ 3.30GHz,5
Intel(R) Pentium(R) Dual  CPU  T3200  @ 2.00GHz,5
Intel(R) Core(TM) i9-7960X CPU @ 2.80GHz,4
Intel(R) Core(TM)2 Quad CPU    Q8400  @ 2.66GHz,4
Intel(R) Pentium(R) CPU G4500 @ 3.50GHz,4
Intel(R) Core(TM) i3-7130U CPU @ 2.70GHz,4
Intel(R) Core(TM) i3-6300 CPU @ 3.80GHz,4
Intel(R) Core(TM) i3-2120T CPU @ 2.60GHz,4
AMD EPYC 7K62 48-Core Processor,4
AMD A10-6790K APU with Radeon(tm) HD Graphics  ,4
Intel(R) Xeon(R) CPU E5-2658 v2 @ 2.40GHz,4
Intel(R) Core(TM) i5-3550S CPU @ 3.00GHz,4
Intel(R) Core(TM)2 Duo CPU     E8300  @ 2.83GHz,4
Intel(R) Xeon(R) CPU E3-1225 v5 @ 3.30GHz,4
AMD Turion(tm) II P560 Dual-Core Processor,4
Intel(R) Core(TM) i7-6950X CPU @ 3.00GHz,4
Intel(R) Core(TM) i7-8700 CPU @ 2.90GHz,4
Intel(R) Core(TM) i7-9700F CPU @ ,4
Intel(R) Core(TM) i7-4600U CPU @ 2.10GHz,4
Intel(R) Xeon(R) CPU           X5679  @ 3.20GHz,4
Intel(R) Pentium(R) CPU 3825U @ 1.90GHz,4
AMD Athlon(tm) II X4 559 Processor,4
11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,4
AMD Phenom(tm) II X6 1090T Processor,4
Intel(R) Xeon(R) W-2140B CPU @ 3.20GHz,4
Intel(R) Xeon(R) CPU E5-2673 v2 @ 3.30GHz,4
Intel(R) Xeon(R) CPU E5-2630L v3 @ 1.80GHz,4
Intel(R) Core(TM) i5 8400 CPU @ 3.60GHz,4
AMD Ryzen 7 4700G with Radeon Graphics         ,4
Intel(R) Celeron(R) G5920 CPU @ 3.50GHz,4
AMD Phenom(tm) 8750 Triple-Core Processor,4
11th Gen Intel(R) Core(TM) i7-11700T @ 1.40GHz,4
Intel(R) Core(TM) i7-8700 @,4
"AMD A9-9410 RADEON R5, 5 COMPUTE CORES 2C+3G   ",4
i7 11400F,4
Intel(R) Celeron(R) G4900T CPU @ 2.90GHz,4
AMD Phenom(tm) II X2 570 Processor,4
Apple Silicon,4
Genuine Intel(R) CPU 0 @ 2.70GHz,4
Genuine Intel(R) CPU 0000 @ 1.60GHz,4
Intel(R) Pentium(R) CPU G3250T @ 2.80GHz,4
Intel(R) Core(TM) i5-2435M CPU @ 2.40GHz,4
"AMD A10-8750 Radeon R7, 12 Compute Cores 4C+8G ",4
Intel(R) Core(TM) i5 CPU       M 430  @ 2.27GHz,4
AMD Athlon(tm) 64 X2 Dual Core Processor 5000+,4
Intel(R) Celeron(R) CPU G470 @ 2.00GHz,4
Intel(R) Core(TM) I7 10400F CPU @,4
Intel(R) Core(TM)2 Duo CPU     T9600  @ 2.80GHz,4
Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,4
Intel(R) Xeon(R) CPU           X5687  @ 3.60GHz     ,4
Intel(R) Xeon(R) CPU E3-1260L v5 @ 2.90GHz,3
Intel(R) Xeon(R) CPU E3-1285 v4 @ 3.50GHz,3
Intel(R) Xeon(R) CPU           L5320  @ 1.86GHz,3
Intel(R) Core(TM) i7-7800X CPU @ 3.50GHz,3
Intel(R) Core(TM) i7-3687U CPU @ 2.10GHz,3
AMD A6-3420M APU with Radeon(tm) HD Graphics,3
AMD A6-3500 APU with Radeon(tm) HD Graphics,3
Intel(R) Core(TM) I7 11700k CPU @ 3.30GHz,3
11th Gen Intel(R) Core(TM) i7-11700F @,3
AMD Phenom(tm) II X4 850 Processor,3
AMD Ryzen 3 2200U with Radeon Vega Mobile Gfx  ,3
"AMD FX-7500 Radeon R7, 10 Compute Cores 4C+6G  ",3
Intel(R) Core(TM) i3-8121U CPU @ 2.20GHz,3
Intel(R) Celeron(R) CPU  N3150  @ 1.60GHz,3
Intel(R) Core(TM) i7-4790 CPU @ 3.50GHz,3
Intel(R) Core(TM) i7-10850H CPU @ 2.70GHz,3
Intel(R) Xeon(R) CPU E5-2440 v2 @ 1.90GHz,3
Intel(R) Xeon(R) CPU E5-4620 v2 @ 2.60GHz,3
Intel(R) Cope(TM) i5-4590 CPU @ 3.30GHz,3
Intel(R) Xeon(R) CPU           X3330  @ 2.66GHz,3
Intel(R) Core(TM) i5-6402P CPU @ 2.80GHz JSH,3
Intel(R) Core(TM) i7-4850HQ CPU @ 2.30GHz,3
"AMD A9-9420 RADEON R5, 5 COMPUTE CORES 2C+3G   ",3
"AMD PRO A8-9600 R7, 10 COMPUTE CORES 4C+6G     ",3
"AMD FX-9830P RADEON R7, 12 COMPUTE CORES 4C+8G ",3
AMD A4-5000 APU with Radeon(TM) HD Graphics    ,3
Intel(R) Core(TM) I5 10400F CPU @ 2.90GHz,3
Intel(R) Core(TM) i5-10600K CPU @ 3.00GHz,3
Intel(R) Core(TM) i5-3437U CPU @ 1.90GHz,3
Intel(R) Celeron(R) J4115 CPU @ 1.80GHz,3
Intel(R) Xeon(R) CPU -9400F @ ,3
Intel(R) Core(TM) i7 10700 CPU @ 2.9GHz,3
Intel(R) Xeon(R) CPU E5-2440 0 @ 2.40GHz,3
Intel(R) Core(TM) i5-5675R CPU @ 3.10GHz,3
AMD A4-3420 APU with Radeon(tm) HD Graphics,3
 Intel(R) Core(TM) i9-10900K CPU @ 5.10GHz,3
Genuine Intel(R) CPU  @ 3.20GHz,3
Intel(R) Celeron(R) CPU G1840T @ 2.50GHz,3
Intel(R) Core(TM) i5-3427U CPU @ 1.80GHz,3
AMD A6-3400M APU with Radeon(tm) HD Graphics,3
"AMD A8-7200P Radeon R5, 8 Compute Cores 4C+4G  ",3
Intel(R) Pentium(R) CPU B960 @ 2.20GHz,3
"AMD A10-7400P Radeon R6, 10 Compute Cores 4C+6G",3
AMD A4-5300B APU with Radeon(tm) HD Graphics   ,3
Intel(R) Celeron(R) CPU        E3300  @ 2.50GHz,3
Intel(R) Celeron(R) CPU B820 @ 1.70GHz,3
Intel(R) Core(TM) i7-11700 CPU @ 2.5GHz,3
Intel(R) Core(TM) i5-7600K CPU @ 3.60GHz,3
Intel(R) Core(TM) i5-4460  CPU @ 3.20GHz JSH,3
Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz,2
Intel(R) Core(TM) i7-11700F CPU @ ,2
Intel(R) Core(TM) i7-4771 CPU @ 3.50GHz,2
Intel(R) Core(TM) i3-10300 CPU @ 3.70GHz,2
AMD A8-3820 APU with Radeon(tm) HD Graphics,2
Intel(R) Core(TM)2 Duo CPU     E6550  @ 2.33GHz,2
Intel(R) Pentium(R) Gold 7505 @ 2.00GHz,2
Intel(R) Core(TM) i7 9700F CPU @ 3.00GHz,2
Intel(R) Core(TM) i5-4460S CPU @ 2.90GHz JSH,2
Intel(R) Core(TM) i5-4690T CPU @ 2.50GHz,2
Intel(R) Core(TM) i7-3970X CPU @ 3.50GHz,2
AMD Athlon(tm) 64 X2 Dual Core CPU 5000+,2
AMD A4-7300 APU with Radeon HD Graphics        ,2
AMD Athlon(tm) II X3 460 Processor,2
AMD Phenom(tm) 9550 Quad-Core Processor,2
Genuine Intel(R) 0000 @ 1.80GHz,2
Intel Core i7-4790 Processor JSH,2
AMD A6-4400M APU with Radeon(tm) HD Graphics   ,2
AMD Ryzen 3 2300U with Radeon Vega Mobile Gfx  ,2
AMD Ryzen 7 2700U with Radeon Vega Mobile Gfx  ,2
Intel(R) Core(TM) i5-4460 CPU @ 3.20GHz,2
Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz,2
Intel(R) Xeon(R) CPU E5-2637 v3 @ 3.50GHz,2
Intel(R) Core(TM) i7-7700T CPU @ 2.90GHz,2
Intel(R) Pentium(R) CPU 4405U @ 2.10GHz,2
Intel(R) Pentium(R) CPU 4425Y @ 1.70GHz,2
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,2
Intel(R) Core(TM) i7-2635QM CPU @ 2.00GHz,2
Intel(R) Pentium(R) CPU 2117U @ 1.80GHz,2
Intel(R) Celeron(R) N4100 CPU @ 1.10GHz,2
Intel(R) Celeron(R) CPU  J3160  @ 1.60GHz,2
AMD Ryzen: ZD2600BBM68AF_38/34_Y               ,2
酷睿i5 10400F,2
AMD Phenom(tm) 9850 Quad-Core Processor,2
AMD Phenom(tm) II X4 810 Processor,2
Intel(R) Core(R) CPU i7-11700  @,2
Intel(R) Celeron(R) CPU G1830 @ 2.80GHz,2
"AMD PRO A6-8550B R5, 6 Compute Cores 2C+4G     ",2
AMD RX-427BB with AMD Radeon(tm) R7 Graphics   ,2
Intel(R) Core(TM) i3-8100T CPU @ 3.10GHz,2
Intel(R) Core(TM) i7-4790T CPU @ 2.70GHz,2
Intel(R) Core(TM) i7-3667U CPU @ 2.00GHz,2
Intel(R) Xeon(R) CPU           X5472  @ 3.00GHz,2
Intel(R) Core(TM) i7-9700F CPU @ 2.90GHz,2
Intel(R) Core(TM) I9 9900k CPU @ 3.30GHz,2
Intel(R) Core(TM)2 Duo CPU     E4600  @ 2.40GHz,2
Pentium(R) Dual-Core CPU       T4400  @ 2.20GHz,2
Intel(R) Core(TM) i3-2365M CPU @ 1.40GHz,2
Intel(R) Core(TM) i5-10400F CPU @ 2.90GHz JSH,2
11th Gen Intel(R) Core(TM) i5-1130G7 @ 1.10GHz,2
AMD Phenom(tm) II P820 Triple-Core Processor,2
AMD Athlon(tm) X4 950 Quad Core Processor      ,2
Intel(R) Xeon(R) CPU           E3113  @ 3.00GHz,2
Intel(R) Pentium(R) CPU        P6200  @ 2.13GHz,2
Intel(R) Core(TM)2 Duo CPU     E7200  @ 2.53GHz,2
Intel(R) Core(TM) i7-4930K CPU @ 3.40GHz,2
Intel(R) Core(TM) i7-4700K CPU @3.4GHz ,2
Intel(R) Core(TM) i5-7Y54 CPU @ 1.20GHz,2
Genuine Intel(R) CPU  @ 3.50GHz,2
"AMD A10-9600P RADEON R5, 10 COMPUTE CORES 4C+6G",2
AMD A6-4455M APU with Radeon(tm) HD Graphics   ,2
Intel(R) Core(TM) i5 CPU       M 540  @ 2.53GHz,2
Intel(R) Core(TM)2 Duo CPU     T5750  @ 2.00GHz,2
Intel(R) Core(TM)2 Duo CPU     E4700  @ 2.60GHz,2
AMD A4-6210 APU with AMD Radeon R3 Graphics    ,2
11th Gebn Intel(R) Core(TM) i5-11500 CPU @ ,2
AMD Athlon(tm) II P320 Dual-Core Processor,2
AMD Athlon(tm) 64 X2 Dual Core Processor 4000+,2
Intel(R) Core(TM) I5 10600KF CPU @ 3.60GHz,2
Intel(R) Core(TM) i5-10500 CPU @ 4.2GHz,2
Intel(R) Core(TM) i7-5650U CPU @ 2.20GHz,2
Intel(R) Core(TM) i9-10885H CPU @ 2.40GHz,2
Intel(R) Xeon(R) CPU E31260L @ 2.40GHz,2
Intel(R) Xeon(R) W-2133 CPU @ 3.60GHz,2
Intel(R) Xeon(R) CPU E5-2650L 0 @ 1.80GHz,2
Intel(R) Xeon(R) CPU E3-1220 v5 @ 3.00GHz,1
Intel(R) Xeon(R) CPU E5-2603 0 @ 1.80GHz,1
Intel(R) Xeon(R) CPU E5-2609 v4 @ 1.70GHz,1
Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz,1
Intel(R) Pentium(R) Gold G6600 CPU @ 4.20GHz,1
Intel(R) Pentium(R) Dual  CPU  E2160  @ 1.80GHz,1
Intel(R) Core(TM) i9-11900k CPU @,1
Intel(R) Core(TM) i7-6650U CPU @ 2.20GHz,1
Intel(R) Core(TM) i7-2720QM CPU @ 2.20GHz,1
Intel(R) Core(TM) i5-9400F CPU @ 3.60GHz,1
Intel(R) Celeron(R) CPU        E1200  @ 1.60GHz,1
AMD Ryzen: ZD3301BBM6IF4_37/33_Y               ,1
AMD Sempron(tm) 3850 APU with Radeon(tm) R3    ,1
G  ,1
"AMD A9-9425 RADEON R5, 5 COMPUTE CORES 2C+3G   ",1
11th Gen Intel(R) Core(TM)i7-11700F @ 2.5GHz,1
Intel(R) Core(TM)2 Duo CPU     T7700  @ 2.40GHz,1
Intel(R) Core(TM) i7-8700 CPU @ 3.4GHz,1
Intel(R) Core(TM) i7-8700T CPU @ 2.40GHz,1
Intel(R) Core(TM) I7 9700f CPU @ 3GHz,1
Intel(R) Core(TM) i5-7600 CPU @ ,1
Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,1
"AMD A8-7100 Radeon R5, 8 Compute Cores 4C+4G   ",1
AMD Opteron(tm) Processor 4284                 ,1
Genuine Intel(R) CPU 0000 @ 2.10GHz,1
Intel(R) Core(TM) i5 9400f CPU,1
Intel(R) Xeon(R) E-2134 CPU @ 3.50GHz,1
Intel(R) Xeon(R) CPU E3-1290 V2 @ 3.70GHz,1
Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz JSH,1
Intel(R) Core(TM) i5-2450P CPU @ 3.20GHz,1
Intel(R) Core(TM) i5-9400F CPU @ 2.90GHz JSH,1
Intel(R) Xeon(R) CPU           X3220  @ 2.40GHz,1
Intel(R) Xeon(R) E-2286M  CPU @ 2.40GHz,1
Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,1
AMD A8-5545M APU with Radeon(tm) HD Graphics   ,1
AMD Ryzen Threadripper 3960X 24-Core Processor ,1
AMD Sempron(tm) 2650 APU with Radeon(tm) R3    ,1
Intel(R) Celeron(R) N4000 CPU @ 1.10GHz,1
Intel(R) Celeron(R) CPU B815 @ 1.60GHz,1
Intel(R) Xeon(R) W-2255 CPU @ 3.70GHz,1
Intel(R) Xeon(R) CPU E5-2403 v2 @ 1.80GHz,1
Intel(R) Core(TM)2 Duo CPU     E7400  @ 2.80GHz,1
Intel(R) Core(TM)2 Duo CPU     E8500  @ 3.16GHz,1
intel(R) Core(TM) i9-12900KF CPU @,1
Intel(R) Core(TM) m5-6Y54 CPU @ 1.10GHz,1
Intel(R) Core(TM) i7 12700kF CPU @ 4.10 GH,1
Intel(R) Core(TM) i5-4278U CPU @ 2.60GHz,1
Intel(R) Core(TM) i5 CPU       M 450  @ 2.40GHz,1
Intel(R) Celeron(R) CPU        E1500  @ 2.20GHz,1
Intel(R) Celeron(R) CPU  N2940  @ 1.83GHz,1
"AMD PRO A10-8750B R7, 12 Compute Cores 4C+8G   ",1
"AMD PRO A12-8870 R7, 12 COMPUTE CORES 4C+8G    ",1
AMD Ryzen 3 PRO 2300U w/ Radeon Vega Mobile Gfx,1
AMD Ryzen 5 3500 6-Core Processor              ,1
Pentium(R) Dual-Core CPU       T4200  @ 2.00GHz,1
AMD Sempron(tm) Processor 3000+,1
AMD Phenom(tm) II X4 B25 Processor,1
AMD Ryzen 3 PRO 2200G with Radeon Vega Graphics,1
AMD Athlon(tm) 64 X2 Dual Core Processor 4800+,1
AMD A4-3305M APU with Radeon(tm) HD Graphics,1
Genuine Intel(R) CPU 0 @ 3.00GHz,1
Intel(R) Celeron(R) N5100 @ 1.10GHz,1
Intel(R) Core(TM) I5 6500 CPU @ 3.30GHz,1
Intel(R) Core(TM) I5 9400KF CPU @ 2.8GHz,1
Intel(R) Pentium(R) CPU G3260T @ 2.90GHz,1
Intel(R) Core(TM)2 Duo CPU     T7500  @ 2.20GHz,1
Intel(R) Core(TM)2 Quad CPU    Q9650  @ 3.00GHz,1
Intel(R) Core(TM)2 CPU          6320  @ 1.86GHz,1
Intel(R) Core(TM) i7-7700 @,1
Intel(R) Pentium(R) Silver J5005 CPU @ 1.50GHz,1
Intel(R) Pentium(R) Dual  CPU  E2220  @ 2.40GHz,1
Intel(R) Core(TM) i7-10700F,1
Intel(R) Core(TM) i5-7300U CPU @ 2.60GHz,1
Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz JSH,1
Intel(R) Core(TM) i7-9700F CPU @ 3.00GHz JSH,1
Intel(R) Xeon(R) CPU E5-2643 v3 @ 3.40GHz,1
Intel(R) Xeon(R) CPU E3-1275 V2 @ 3.50GHz,1
Intel(R) Core(TM) i7-2637M CPU @ 1.70GHz,1
Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz JSH,1
Intel(R) Core(TM) i5-7500 CPU @ 3.80GHz,1
AMD Ryzen 5 3600XT 6-Core Processor            ,1
AMD A8-5557M APU with Radeon(tm) HD Graphics   ,1
11th Gen Intel(R) Core(TM) i9-11980HK @ 2.60GHz,1
Intel(R) Celeron(R) CPU J3455 @ 1.50GHz,1
"AMD PRO A6-9500 R5, 8 COMPUTE CORES 2C+6G      ",1
AMD Ryzen 5 PRO 3500U w/ Radeon Vega Mobile Gfx,1
Intel(R) Core(TM) i3-2348M CPU @ 2.30GHz,1
AMD A10-5757M APU with Radeon(tm) HD Graphics  ,1
AMD A6-6420K APU with Radeon(tm) HD Graphics   ,1
Intel(R) Core(TM) i7-7700T @,1
Intel(R) Core(TM) I9 12490F @ 5.20GHz,1
Intel(R) Core(TM) I9 9400F CPU @ 3.30GHz,1
Intel(R) Core(TM) i5-4250U CPU @ 1.30GHz,1
Intel(R) Xeon(R) CPU           E5520  @ 2.27GHz,1
Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz,1
Intel(R) Xeon(R) Gold 6140 CPU @ 2.30GHz,1
Intel(R) Xeon(R) Gold 6271C CPU @ 2.60GHz,1
Intel(R)Core(TM) i9-9900K CPU @ 3.30GHz  (ES) ,1
"AMD A10-7890K Radeon R7, 12 Compute Cores 4C+8G",1
AMD Phenom(tm) 8250e Triple-Core Processor,1
AMD E2-7110 APU with AMD Radeon R2 Graphics    ,1
Intel(R) Core(TM) I5 10400 CPU @ 2.90GHz,1
Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,1
Intel(R) Celeron(R) 2955U @ 1.40GHz,1
Intel(R) Core(TM) i7 CPU         965  @ 3.20GHz,1
Intel(R) Core(TM) i7 CPU         975  @ 3.33GHz,1
Intel(R) Core(TM) i7 CPU       M 640  @ 2.80GHz,1
Intel(R) Core(TM) i7-10070F CPU @ 2.90GHz,1
Intel(R) Core(TM) I7 11700F CPU @,1
Intel(R) Core(TM) I7 8700T CPU @ 2.90GHz,1
Intel(R) Core(TM) i5-7440HQ CPU @ 2.80GHz,1
Intel(R) Pentium(R) Dual  CPU  E2140  @ 1.60GHz,1
Intel(R) Pentium(R) CPU 2020M @ 2.40GHz,1
Intel(R) Core(TM) i9 11400F @ 5.60GHz,1
Intel(R) Xeon(R) CPU E5-1620 v4 @ 3.50GHz,1
Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,1
Intel(R) Xeon(R) CPU E5-2698 v3 @ 2.30GHz,1
